time,likes,comments,reactions,reaction_count,image,video,link,text,shares,post_url,topic,processed_text,engagement
2023-11-21 02:15:03,308,11,"{'like': 308, 'love': 30, 'wow': 4, 'care': 3, 'sad': 1}",346,,,https://on.natgeo.com/47IngJk?fbclid=IwAR00cTfQnbsontUwgxcD5OZ6ergaU69wcUpb3w41gBD21J0zEVNUD3VdfGk,"The Princes in the Tower went missing 540 years ago. This British writer is determined to uncover their fates—and maybe clear a villain’s name.

NATIONALGEOGRAPHIC.COM
Exclusive: This is how you solve one of history's greatest cold cases",8,https://facebook.com/natgeo/posts/895895755241189,History Magazine,princ tower went miss year ago british writer determin uncov mayb clear villain name exclus solv one histori greatest cold case,365
2023-11-21 00:15:01,4796,58,"{'like': 4796, 'love': 966, 'haha': 3, 'wow': 31, 'care': 54, 'sad': 1, 'angry': 1}",5852,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/404287122_895847025246062_7619579142698507271_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&efg=eyJpIjoidCJ9&_nc_ohc=UDLXuArwIWEAX_QqKmc&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCS9NFZ2IW8jSW4O8n7l6Ogitz9yamNURk_zuQrY_xjNg&oe=6564A50D&manual_redirect=1,,,"Members of lion pride walk towards the camera in Serengeti National Park, Tanzania.",217,https://facebook.com/natgeo/posts/895847061912725,Travel,member lion pride walk toward camera serengeti nation park tanzania,6127
2023-11-20 21:20:47,8483,114,"{'like': 8483, 'love': 1198, 'haha': 2, 'wow': 186, 'care': 73, 'sad': 9}",9951,,https://scontent.fhan14-4.fna.fbcdn.net/v/t42.1790-2/403246658_598587245694261_6827424083835943968_n.mp4?_nc_cat=102&ccb=1-7&_nc_sid=55d0d3&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=2MxHg3dWr48AX-jFWua&_nc_rml=0&_nc_ht=scontent.fhan14-4.fna&oh=00_AfAwijnvUNJMzNgLMb1RA155Q6_k-dp11j0103VsBCR_bw&oe=65644546,,"Using her sharp sense of direction, extraordinary jumping abilities, and sheer determination, this salmon completes an exceptionally challenging journey through 30 miles of treacherous waters. It takes all she has to complete the voyage, but in passing the salmon provides critical nutrients that bring new life to the Alaskan wilderness.

#IncredibleAnimalJourneys, narrated by Jeremy Renner, is now STREAM-ing on Disney+ and Hulu.",941,https://facebook.com/natgeo/posts/895759355254829,Animals,use sharp sens direct extraordinari jump abil sheer determin salmon complet except challeng journey mile treacher water take complet voyag pass salmon provid critic nutrient bring new life alaskan wilder incredibleanimaljourney narrat jeremi renner hulu,11006
2023-11-20 18:15:05,716,6,"{'like': 716, 'love': 53, 'wow': 2, 'care': 5}",776,,,https://on.natgeo.com/47pnsNS?fbclid=IwAR1MPwXM7Zzpbc4FLarGft2dSy4dhg-n1CSi29MF065LVQrHZjYMEtnAQU4,"Often overlooked when beaches are in the picture, Portugal’s coastal nature reserves and backcountry national parks are ruggedly beautiful and ripe with wildlife-watching potential.

NATIONALGEOGRAPHIC.COM
In search of the really wild show",17,https://facebook.com/natgeo/posts/895679321929499,Travel,often overlook beach pictur portug coastal natur reserv backcountri nation park ruggedli beauti ripe potenti search realli wild show,799
2023-11-20 12:15:04,595,35,"{'like': 595, 'love': 18, 'haha': 11, 'wow': 4, 'care': 2, 'sad': 1}",631,,,https://on.natgeo.com/3GpaljT?fbclid=IwAR0VWxboQVlDCr_K3BAbKu8jAHz8VuUyzBZUFB2RTHKLOYvfQKxskUJ-E3Q,"Changing your laundry habits is one of the easiest ways to make your home more environmentally friendly. Here's how.

NATIONALGEOGRAPHIC.COM
Simple ways to make your laundry routine more eco-friendly",26,https://facebook.com/natgeo/posts/895556325275132,Environment,chang laundri habit one easiest way make home environment friendli simpl way make laundri routin,692
2023-11-20 09:15:03,930,34,"{'like': 930, 'love': 31, 'haha': 1, 'wow': 2, 'care': 1}",965,,,https://on.natgeo.com/3QGWVUZ?fbclid=IwAR13i_knzCITw8TaGjfkGqEVfAuBl15Yyt9XBctEwy7NLXH4GkMwruT0UN8,"The overnight train from the Bulgarian capital to the Turkish city that straddles the Bosphorus is a fitting final leg on a trans-European rail trip.

NATIONALGEOGRAPHIC.COM
An overnight adventure travelling from Sofia to Istanbul by train",61,https://facebook.com/natgeo/posts/895488701948561,Travel,overnight train bulgarian capit turkish citi straddl bosphoru fit final leg rail trip overnight adventur travel sofia istanbul train,1060
2023-11-20 06:15:12,46750,273,"{'like': 46750, 'love': 1138, 'haha': 126, 'wow': 188, 'care': 181, 'sad': 78, 'angry': 24}",48485,,https://scontent.fhan14-2.fna.fbcdn.net/v/t42.9040-2/49180208_281427782726089_8085526129449893888_n.mp4?_nc_cat=100&ccb=1-7&_nc_sid=55d0d3&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=sTOBSAYLHJ4AX8v4eXq&_nc_rml=0&_nc_ht=scontent.fhan14-2.fna&oh=00_AfBE8F_H0F_DzicT4Q9V6_1SH_uhfjokWg68fY6eF6KmpQ&oe=655F7D51,,This Egyptian goose will do whatever it takes to protect its chicks.,542,https://facebook.com/natgeo/posts/894308612066570,Animals,egyptian goos whatev take protect chick,49300
2023-11-20 03:15:00,493,35,"{'like': 493, 'love': 24, 'haha': 5, 'wow': 6, 'care': 1, 'sad': 1}",530,https://m.facebook.com/photo/view_full_size/?fbid=895370021960429&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY9rU86zX90Bgr78dXqTILVmHA71KOxalM6TWKMiyKsGk5W3nfPRKdM-yLP_DYln_fAqhRrivpAvoxlvHPv17swBwedKrPgWMOfq2uSBj2zoa6MyWSBitJGuRdF2WhFdU3G4ilP20Vz3T_9JEOG5HBtEhWMV7liIua-X78HnWHP7c1XeEjnZvXpay_czhUwxq6bDmaGhuU_ZElJNRYOvlOa7EW1wE6ZRhpkFq1dfQakD9wgQQ863MXAh00n8eCxDfiduUnAJlsmS3Y8X0Jx41engD-qSuj0z5tqtPH6j7Bxa9lc7d9IemNG4BQKS614cznJuK77YvU1YebaYYooAM-Ykvm3fK54IwrSKuc5Tjud1J5xHfqIFQ6NNblPgyPAA-hvdfcKhBJHnTpUBpPXJXzfVKWobtJHhfWv5jUZ723-KjUrb0CYLtPH23S43jt-r6quxxNLhD0CPdNprxy7KujhTUCcDa9ApEGq471tMxmGqO6kLycOtEF9ng0uINZm9u8S2cOwuSKHI_EXxWChk4stJ5wPhpMdNH-\-\cpL0BG1N70po7UgRwdvqPPCaV2yI44rdB3qwkeGEKgfMjqqu__8atrN2pdKPVdOJoxGx2hK47R_1jDtdwG15dmhn1ZX909w_OaEJw0itvqzmDX2oeObA9VjjCJpifTBu-Eh-D26KFZhMSLADkFLOZw1zKV7PuiMfJPZFHhq80sObxxdGh7r0wOq6RcBgtIqxUGSSUQd9fLuehWp-\-\Kg1mNJxQ0A_OvQt68ejqiiDhFX6W5mJNMtbawaWFdn3uHH010gUwg-9QVI-gfmAN6avCKJPd3tnmXr1X-YeJxLU8MyHSqZ7mMlgeuSrnLdApLdg4Ex5J5loTpCvm_nYlsbs7vvhzPDS8v1qe87JBh0-G3RWLQSnq5FvKnCVOUq7Df5yIhvV4lrAkuwITJDVpiD2LnzjgVH-qM5anJiIPPyFRw-p5ndsVvfKfaw_7tuk0PGwUH9OWPbjH1cCuAHGWR1QKqNRilD5a7a5C5mJ_M0ja9I4bMxfI_e-nKXtOxpVVSgN-c9z2y1odp9fmHVHOBxtignoH7vP-ADVGwZGrZAAZf2PTWfmGnmG2wazusYhzlGH7A_i5W0-J-KJyxI2nZaL_P1q8pvup1C8VtmPisnnCunYbnio-qDQn6SmjBpmrj4_XZRi87TGZBCu8nexRB-UU4-9LOfK8GPGqtBhcuD-5eeenPrAXRSPhaEH73-OoNKrSzW9RxnPDK7sYW826T18BTrK1bnKm4p0jFVtVHLjXAHp0ygSvc_MWJzTTsjtVqVzx4uUTx9Dy4PlA69CifoBoon8H8LbU2ZZ6exBVTwFzYlJazhcmwgCLoEyM3ylZ2UjZb8r8a2WlsH0u9xBUTntpFpp1yftxwLe9L1aPOw5aKt3xLxksVKrzJpasQUvvk65im3OsU8Hee1aK6Auiv9TN4uO4iqoI3R7y9g4_nA&__tn__=%2Cg&paipv=0&eav=AfYglt3E-4HS_b2C3RrtivkIkZg38WgI4CvhL5WIcpYLCs49I7BFIbW1ZtczzdkATVQ,,https://on.natgeo.com/46k8sPR?fbclid=IwAR1iVEZ0UfOvw2xsU41CUTBVcLvoXQlRTH0FLjwZQ1TGsbIq-ezhlvHuHYw,"Sometimes, the decision to keep or toss moldy food isn’t so cut and dry. Here’s your expert guide to best household practices to extend your food life and protect your gut.
https://on.natgeo.com/46k8sPR",54,https://facebook.com/natgeo/posts/895370038627094,Science,sometim decis keep toss moldi food cut dri expert guid best household practic extend food life protect gut http,619
2023-11-20 00:15:00,2371,14,"{'like': 2371, 'love': 321, 'haha': 5, 'wow': 27, 'care': 11}",2735,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-6/402103885_895301815300583_4307252943476259584_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&efg=eyJpIjoidCJ9&_nc_ohc=Ll4EWUQU6cQAX-Xug4_&_nc_ht=scontent.fhan14-4.fna&oh=00_AfBgvlf2lv9NWCBW9Vp6FdqMTtaIkvymTagK7-JEkcEl8w&oe=6563C9A0&manual_redirect=1,,,"A jellyfish swims amidst the calm waters within a giant kelp forest near Cape Horn, Chile.",170,https://facebook.com/natgeo/posts/895301841967247,Animals,jellyfish swim amidst calm water within giant kelp forest near cape horn chile,2919
2023-11-19 21:15:04,680,13,"{'like': 680, 'love': 56, 'care': 3}",739,,,https://on.natgeo.com/47uz01Q?fbclid=IwAR1aL_msBHMgQKDg9Z-TAhlYOPbretOSpXOpd2fsFb136PNE6jVSeFCc4Qw,"A tender moment between mountain hares. Chickens strutting their stuff on the catwalk. Orcas on the hunt. These are our 18 favorite animal pictures of the year.

NATIONALGEOGRAPHIC.COM
See our best wildlife photos from 2023",26,https://facebook.com/natgeo/posts/895214718642626,Animals,tender moment mountain hare chicken strut stuff catwalk orca hunt favorit anim pictur year see best wildlif photo,778
2023-11-19 18:15:05,622,9,"{'like': 622, 'love': 18, 'haha': 1, 'wow': 1, 'care': 2}",644,,,https://on.natgeo.com/3sOndwq?fbclid=IwAR3xnw8TDtSZizmi1XkTmhkTf4G4eRJAzYHNPTjT7hQNNH7SiaSowV31rd0,"Whether on the coast or mid-city, Rio’s hotel scene gives you the best of both worlds.

NATIONALGEOGRAPHIC.COM
10 of the best hotels in Rio de Janeiro, from party houses to beach boltholes",16,https://facebook.com/natgeo/posts/895128835317881,Travel,whether coast rio hotel scene give best world best hotel rio de janeiro parti hous beach bolthol,669
2023-11-19 12:15:04,475,18,"{'like': 475, 'love': 7, 'haha': 3, 'wow': 5, 'care': 5}",495,,,https://on.natgeo.com/3QK39TZ?fbclid=IwAR1L0B9RU64yixRsgbcSb5ajhztA_N3MKOE4rbfJcx6WtvkGVd_cGBg4pXo,"""To understand the evolution of human vocal communication and ultimately how we came to speak, we really need to understand all of these differences.""

NATIONALGEOGRAPHIC.COM
Human screams can convey at least six emotions",34,https://facebook.com/natgeo/posts/895006711996760,Science,understand evolut human vocal commun ultim came speak realli need understand differ human scream convey least six emot,547
2023-11-19 09:15:05,623,6,"{'like': 623, 'love': 45, 'wow': 4, 'care': 3}",675,,,https://on.natgeo.com/3R5tFZy?fbclid=IwAR3oSZN8sTMqCuwBqRy2xkj1qmuXB2qfFyT49xaxlOvb7E2Ihf0SiHF6oDA,"From flame-forged iron teapots to delicately painted akabeko cows, the traditional crafts of remote northern Honshu island are as unique as they are collectable.

NATIONALGEOGRAPHIC.COM
Crafted in Tohoku: meet the makers of Japan's most prized talismans and artisan treasures",21,https://facebook.com/natgeo/posts/894945448669553,Travel,iron teapot delic paint akabeko cow tradit craft remot northern honshu island uniqu collect craft tohoku meet maker japan prize talisman artisan treasur,702
2023-11-19 09:15:04,178,1,"{'like': 178, 'love': 21, 'wow': 1, 'care': 1}",201,,,https://on.natgeo.com/47EfrUN?fbclid=IwAR2b0H6TfrkNlm_MNqFYbmH9pZy6cc5NaGxYEl0v6mB9WUTEcX4WUaqKXnc,"One was a maestro, the other a president. Both were titans of 20th-century America. They were also unexpected friends whose relationship represented the union of American arts and politics during the Kennedy administration.

NATIONALGEOGRAPHIC.COM
What was Leonard Bernstein and JFK's friendship really like?",2,https://facebook.com/natgeo/posts/894945435336221,History & Culture,one maestro presid titan america also unexpect friend whose relationship repres union american art polit kennedi administr leonard bernstein jfk friendship realli like,204
2023-11-19 06:15:27,2256,195,"{'like': 2256, 'love': 60, 'haha': 811, 'wow': 93, 'care': 20, 'sad': 3, 'angry': 1}",3244,,https://scontent.fhan14-4.fna.fbcdn.net/v/t42.1790-2/23785675_536107933417773_3308837547798429696_n.mp4?_nc_cat=111&ccb=1-7&_nc_sid=55d0d3&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=bcN3EB7aoTQAX8QQfe4&_nc_rml=0&_nc_ht=scontent.fhan14-4.fna&oh=00_AfDzXDkWz1_vT9xFH9t7AEE2FoWxkcgHXjSUdFzfMNz5tw&oe=6563F419,,Watch out: Some turkeys aren't afraid to fight back.,346,https://facebook.com/natgeo/posts/894307125400052,Environment,watch turkey afraid fight back,3785
2023-11-19 03:15:00,580,84,"{'like': 580, 'love': 39, 'haha': 56, 'wow': 9, 'care': 6, 'sad': 1}",691,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/402085979_894832585347506_5934003443038436985_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&efg=eyJpIjoidCJ9&_nc_ohc=ABJGGxPr7yMAX-y-1HJ&_nc_oc=AQmHbGQwDgZ6_g4K4x_kiZPyRnfEdckhDCUJ1ZN68EsQz6aJR6EUYB0QfiCupmOGDQA&_nc_ht=scontent.fhan14-3.fna&oh=00_AfBXAxh1OuuSDtcxKXsH-kGhbAalL_Hzv9xkGrwpzFYy3w&oe=6563612D&manual_redirect=1,,https://on.natgeo.com/47A8tQI?fbclid=IwAR0X8Om6xSitwK9stH9RNnycga4dnd24b7XJptOF6FCYWxOQJmGW5kHgxTY,"In the future, cities that survive climate change could be full of green spaces, smart buildings, and compact neighborhoods.
https://on.natgeo.com/47A8tQI",31,https://facebook.com/natgeo/posts/894832602014171,Environment,futur citi surviv climat chang could full green space smart build compact neighborhood http,806
2023-11-19 00:15:01,4406,103,"{'like': 4406, 'love': 809, 'haha': 4, 'wow': 6, 'care': 60, 'sad': 2, 'angry': 2}",5289,https://m.facebook.com/photo/view_full_size/?fbid=894765412020890&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY801fJK-FL9R6H7Dh8jOvn4rE44c1BQxsbCq53Du12HRYpdJzJJnxnzl9XrKRDkFIGlocn-nKD4kQjeoWYQ7HjnwfIumUkOb-DqVxxcZ1OWMfCZgwSGMMP03h9dIFlqWype1z-4fiIfLAApMoAMybtfGxZthUA7KTXZ2clZdv3mrrxsmvDALBh3WNfAyX7cP_ckrGBj6RUMR4snnlRmFsIxQ6FIvlFZftgoEf4ToURGY5hVbFdeITssgyeBaLRz_nWfP0AZSa-ZN41v_c98UD329DUh7AVBiKdXMTkWw3hVu4H14-cDY_kVvk1ZzjXyMPanR2lwMFfJDxREcdc8l3UQQnGwLElBoekVbFbApdgX_XyQ59uBr7IdK7HbZdR80_89Vs55tjPzI7Jn3IghR-hw9jrZdOmsp16a9vymUF5RAnqyusMgcep3Dt7KmrMcH9wdDNmQ9kbNc3D86a0T0wk1bijiwhhvC2WHHT_xXKP5KOddbjrmfYs4g2LrheLeGpNDJjD87pYgAWL3uju6GJR6o4gst8clmaNE_R6U4xqTFpM3iD_a9nRR3ClKl050JHrccCQE4chzjsY9E2DxQ9o7pu4Jjuj_gMcyVKb0xUh6TmBqMRDl4T9YwawV3gjZrDOWz1KscxhC0T1Q9CQPwCRjO7Q62aOAMSvLRr0klcWp5UHK9m1TP9FqvjAChWN_nRRXJFA0w9JT8mc2fR63yvkpmdKE4nsOm7zUYHk53KTRyoVNuxhciCZQ6F63c2uesqoy0wRquziBkPteUFvpB_7IIU0v_RgOkhEX-gN0GVg_e4bX9OB0OiJ_m1uc7FV76ECNxPl1JYC6_qQjykrW1lK2bElL-ek790AmLn-\-\YKb4k4-ZJXNEL64l1QZQ7sTYR036tm4Vz4PTo4S2V86sxDMBFv2wwb1YCkt8P7UJSNjhNhmaLole6LpwwmH8X0q1ElChogawVVtXS9IIrQY1ZSwikcwIZRDL4lCTCggNlCus-OY1dYkvHxjQnYVVN0Dp1tzuZY_ECY59N2KxFUKFiaepu7t0qgZoXXEa1rAognNHVyrFoBMZ9TYn_edne8rBzXoJBcgdUBGutD-SfpJYVWN0pT_IgXxLK82Lszj9ekD0mL4d_fIMdhBmxAuJ0vYt2ZrCVrZlxaenn1cXygLeqMZ9uWutMqwmkePxwE5GT18uYvu_DcWynTU-2hJLhODo4EWccfvc2GEWJYqxb8qF16GtK00mvyzCMi18jdTOThF5yk_D8fp4jBd2qKxfw3in_9HD37pwJNqL3qVNa_Tf7DPdP3OGBSxLXDP3gdfnt4nkB8JurDYh6kl-pRzHKQrVNnvXkL7EHRuVdqzUaYFwBGTOx3f1AOsX87HV7MGNlGdugPil5rbLYhqcAVhDc1v2S9UgZhPwC_5S6FV0k8jIim0GlGehmtjBUzU75ayQS7GXXp-8Sq_jHmjRcz3wZ-7xu52_M6Ahmlc&__tn__=%2Cg&paipv=0&eav=Afar8YYe_JpdHLlSv4XvX-1yODIHHxCMhkTQmF-ZP6dFESxALJtbbkNfG-_5CBmq4AI,,,"A chimpanzee sits in the undergrowth of a forest in Kyamajaka Village, Uganda.",226,https://facebook.com/natgeo/posts/894765425354222,Travel,chimpanze sit undergrowth forest kyamajaka villag uganda,5618
2023-11-18 21:15:04,1485,18,"{'like': 1485, 'love': 267, 'wow': 42, 'care': 28}",1822,,,https://on.natgeo.com/3MQsCtU?fbclid=IwAR04iI-oxFezAXhcquclFUodiM8PTxnrUVJ6NeYJJz3NAGd0Sna02zv1cxM,"The incredible scene, recorded off Lahaina, Hawaii, in 2021, also revealed some unusual behavior from nearby males, such as enveloping the new mother in bubbles.

NATIONALGEOGRAPHIC.COM
Full humpback birth witnessed by scientists for first time ever. See the stunning video.",121,https://facebook.com/natgeo/posts/894681602029271,Animals,incred scene record lahaina hawaii also reveal unusu behavior nearbi male envelop new mother bubbl full humpback birth wit scientist first time ever see stun video,1961
2023-11-18 18:15:10,322,5,"{'like': 322, 'love': 6, 'haha': 1, 'care': 2}",331,,,https://on.natgeo.com/40GGgFD?fbclid=IwAR2yJ_wTKps4q4Q_KFefN6ZLcQUegbJGnu8PPJ_mo9smP4RQuc66Oy834-0,"Whether they’re heading out for the first time or the fiftieth, here are the road-tested—and wallet-friendly—products we'd wrap up for any traveler.

NATIONALGEOGRAPHIC.COM
7 travel gifts our editors can't live without",11,https://facebook.com/natgeo/posts/894592358704862,Travel,whether head first time fiftieth wrap travel travel gift editor ca live without,347
2023-11-18 12:15:04,471,36,"{'like': 471, 'love': 9, 'haha': 3, 'wow': 4, 'care': 3}",490,,,https://on.natgeo.com/3QHWlpT?fbclid=IwAR2FpCXELfQSimNglRWLGNy6ABRkZsolnfLmul2O3lqHtkmVXd9EI2kJVco,"Chronic inflammation in the gut can wreak havoc on the entire body—even the brain, where mental health conditions can be triggered. But we can influence inflammation by what we eat—and don't eat.

NATIONALGEOGRAPHIC.COM
What foods you really need to eat to reduce inflammation",64,https://facebook.com/natgeo/posts/894471055383659,Science,chronic inflamm gut wreak havoc entir brain mental health condit trigger influenc inflamm eat food realli need eat reduc inflamm,590
2023-11-18 06:15:05,828,25,"{'like': 828, 'love': 62, 'wow': 2, 'care': 2, 'sad': 1, 'angry': 1}",896,,,https://on.natgeo.com/46kKow7?fbclid=IwAR19tEnakP3bLYY1nZrt7W55UMY55K3reaDkfr-RPxD9QkytyY5Pd3s0DyI,"Colorado’s Grand Mesa is an 11,000-foot natural wonder that offers uncrowded hikes, Nordic ski trails, superb fall color, and seven biomes. Here’s how to explore this vertical world.

NATIONALGEOGRAPHIC.COM
Colorado's Grand Mesa is the world's largest flattop mountain. Here's why you should go.",65,https://facebook.com/natgeo/posts/894350882062343,Travel,colorado grand mesa natur wonder offer uncrowd hike nordic ski trail superb fall color seven biom explor vertic world colorado grand mesa world largest flattop mountain go,986
2023-11-18 04:15:04,887,13,"{'like': 887, 'love': 87, 'haha': 1, 'wow': 2, 'care': 1, 'sad': 1, 'angry': 1}",980,,,https://on.natgeo.com/40GzMGN?fbclid=IwAR1VYLTEwKFMs3RYgjYyqX33ihd0sy-qa5yUHeOOEQ0YbvLswjDFy-IacsU,"With the right tools and a plan of action, anyone can capture the beauty of the moon and stars at night. Let professional photographer Keith Ladzinski show you how.

NATIONALGEOGRAPHIC.COM
How to take great photos at night",49,https://facebook.com/natgeo/posts/894310548733043,Photography,right tool plan action anyon captur beauti moon star night let profession photograph keith ladzinski show take great photo night,1042
2023-11-18 02:15:00,4955,294,"{'like': 4955, 'love': 900, 'haha': 96, 'wow': 129, 'care': 71, 'sad': 3, 'angry': 1}",6155,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/402094083_894268352070596_7237227471164799512_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&efg=eyJpIjoidCJ9&_nc_ohc=ni1MgF9EOL0AX9r2uHj&tn=zl8CM8dkYkrsNiwA&_nc_ht=scontent.fhan14-2.fna&oh=00_AfBhDOPKGyAb4fuGJXp22nwZls1-v-eYRgW06W_POEN6kg&oe=65641669&manual_redirect=1,,https://on.natgeo.com/3SQ3g3f?fbclid=IwAR0g86T-4pFq144NmA13aRPS35urPzcl2pDfssmSXwa7EZPM5CpPCacVwMo,"Cats have 276 distinct facial expressions, a discovery that turns on its head the popular belief that our pet felines are aloof and just not that into us.

In fact, cats likely evolved these various expressions because of us. Here’s how: https://on.natgeo.com/3SQ3g3f",797,https://facebook.com/natgeo/posts/894268382070593,Animals,cat distinct facial express discoveri turn head popular belief pet felin aloof us fact cat like evolv variou express us http,7246
2023-11-18 00:15:00,3370,62,"{'like': 3370, 'love': 387, 'haha': 2, 'wow': 7, 'care': 13}",3779,https://m.facebook.com/photo/view_full_size/?fbid=894209595409805&ref_component=mbasic_photo_permalink&ref_page=%2Fwap%2Fphoto.php&refid=13&_ft_=encrypted_tracking_data.0AY-tAuX6PLlgKMC8eL3_oLQIAPZaXn6b3Y_0D756aCNxHO2_p5MMPpMg-cGRBwmKniid2PReoH-DdACIQVrFtWmj608RKDAd2hK1Nrex48PHRD3jgEFgoFBZfTtuJvtrCNbKCq0nEdN8eZt7XAJ19htnCm7_cS1YKV1axOoj4emHXdr2qWUx4fPbxSwpEBbz6C876d9Oxjbh3MQzxCjr08dxlBr-sB3KkQRTkn_WUxwf0y7G0xup_zcO-KjT-3uznk7FvfqDecRY8BKlZOYTQmzkzpnPDHEBD0cv3i68QhjJMrEoQdG0jolMV9bPFnlsYXP2X_War3aGURmVQqhnd4cALbXj1xI-GN9xncIdpgO4BdvSSq9yVz8RLET0hdBT0Qq5gDxk6SZLjI1ZzOHqvZQL5nPCigvXQhv03lhvuga6mB5T5aoIB073xg3GWN8DBTRTLPjU4cwYUdrJC5xomCpW2U_TlFJhzx4QRaaL0MVTSGzhNIdxaFa7mqNaJn-urI-5zG1mCCEoFz6Nv1yZNMthbuUdMQ0JFRYhNkKKTtlqdlPY_hxO_tgt78Hf9DmBN5x_flhhQL1aLCsXv94zlPjGlH1nTf9sGAWxKL8oHiDSAWUdRWqnidKv_UNKynsfaok1r_lNtK-T-Ajo4XpNhndcb0gmNstf7nS9iwjc3_eTaji_Qn2o-JfQ-xhXpeX5k9V0kvzOU8arOM1IENKoTnk95OlMsm8sjxdeZlKRope7VYA1Wp6H9RtHPWS3AjoOUOeqJxFLBVm0vRIw8yLAYwQtj58QCeAc2pepCqJ_0K9CFj1R6q1-RO_BOG67o5DTlx0zLR9N-s1rjZUtksSz6bzlCuDxFiASRHUDnACrD7r9NzwiSCL65U3YEVIz-aKKwdshWjDQqzHyo4R1zjlPun3M13_uOMhARy-AO24Tz3haFq38vxBFPvUUvCLAM-ZP0h5ENyiwed9I0seEdWK8-\-\pMXS_suNlTOfgk99oBa38wrYnSZW8p_eUD65jHjPP-F7caLbfPjaL7x2mPDeoDn_bVcxeppYIwA-eA9HumprN7Pu5D5UBXmvQgDL5MJHugDpiF3OhE1oEO1EHPcsHp9pOH74vmmvMTpfPbIiivgiTzkT7T6VCUuR2kvEm77z81IVNETFqapelisdssZLZT0Wd2xGRaVK5PKOECgGIRYYa3TsWhg_5ihMYuRb2Uhj-h5FXmlCoFQGMz2VrG3fbvfq4FNnAWBZIc1u91c-mQuhU25XrrC2knO8u9YvrD5y0MH58IDTDcDrLmgoHg4QOoJtB8rmlXL4U9-e8K4d0mwrK31nChDmfkyLSE7WNXCgbxYP5E4lbiZZ-xqRt2E9nyG7Tc_24ci421dXBpMXKjip_s79oR7KnhSdzX-ml-RE1FETwTImiHs-N7Bbje99T7jW5qXaVRRF9GgRLM1kcxRyEsEdi5t9_OWD2ECFJuaHaX1QQXNdcTcH8&__tn__=%2Cg&paipv=0&eav=AfYwTRsKoQhPRqm8Tt9NJ6hFfQ34K75nvz2Z01LIleWHmIBv0Zn07N1P8Ipk5Qj5Fas,,,Happy National Take a Hike Day! Hikers walk through the iconic Isle of Skye in Scotland on a cloudy day in this image from our archive.,163,https://facebook.com/natgeo/posts/894209622076469,History & Culture,happi nation take hike day hiker walk icon isl skye scotland cloudi day imag archiv,4004
2023-11-17 21:00:35,21125,499,"{'like': 21125, 'love': 7166, 'haha': 16, 'wow': 2761, 'care': 646, 'sad': 6}",31720,,https://scontent.fhan14-2.fna.fbcdn.net/v/t42.1790-2/402753112_1009293053461213_8987726970002638304_n.mp4?_nc_cat=108&ccb=1-7&_nc_sid=55d0d3&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=XCU1K3hLtVMAX-hNa8C&_nc_rml=0&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCFRox6rkc2_kaN0ateduXXsMLlrqjhGRKStHoGX7olAw&oe=6564522B,https://on.natgeo.com/49Gn6DJ?fbclid=IwAR18_tfpLvGepAmRYc1LS_TaVeuKCvpMWjGc1hg_OUO9YOD6NPrtV4D1FQM,"Crews captured an incredibly rare scene—the birth of a humpback whale—while filming for ""Incredible Animal Journeys."" The encounter also revealed mysterious behavior from nearby males who enveloped the new mother in bubbles. These humpback whales will need to travel 3,000 miles with a newborn in tow in order to reach their usual feeding grounds in Alaska. Read more about this incredible scene: https://on.natgeo.com/49Gn6DJ

#IncredibleAnimalJourneys, narrated by Jeremy Renner, premieres Sunday, November 19 at 9/8c on National Geographic TV. Streaming next day on Disney+ and Hulu",4600,https://facebook.com/natgeo/posts/894113135419451,Animals,crew captur incred rare birth humpback film incred anim journey encount also reveal mysteri behavior nearbi male envelop new mother bubbl humpback whale need travel mile newborn tow order reach usual feed ground alaska read incred scene http incredibleanimaljourney narrat jeremi renner premier sunday novemb nation geograph tv stream next day hulu,36819
